Customer_ID,Customer_Name,Gender,Age,City,Phone,Loyalty
C0097,Wahab Lala,Male,50,Firozabad,8346336111,Gold
C0098,Champak Korpal,Male,65,Mathura,9343446196,Silver
C0099,Yuvraj Sarma,Male,64,Mathura,7584826635,Bronze
C0100,Ati Chatterjee,Female,51,Mathura,9215457614,Silver
C0101,Baghyawati Choudhary,Male,54,Firozabad,4523960410,Gold
C0102,Luke Loke,Female,47,Etawah,0178564039,Gold
C0103,Yoshita Pant,Male,32,Mathura,8427932002,None
C0104,Aradhana Venkataraman,Male,33,Agra,5076931403,None
C0105,Tripti Naidu,Male,32,Etawah,0626987387,Bronze
C0106,Bhavani Mane,Female,21,Mathura,5351348021,None
C0107,Praneel Ratta,Female,58,Firozabad,4031703817,Gold
C0108,Varsha Dubey,Male,34,Mathura,6656418282,Gold
C0109,Faris Soman,Female,33,Mathura,4603245473,None
C0110,Vaishnavi Bumb,Male,49,Etawah,4375886439,Gold
C0111,Vedant Keer,Male,59,Firozabad,5870828841,Gold
C0112,Widisha Arya,Male,35,Agra,7569433550,Silver
C0113,Sai Saha,Male,45,Firozabad,6034312752,Silver
C0114,Oscar Halder,Male,64,Firozabad,5495524910,Bronze
C0115,Andrew Lall,Male,42,Mathura,0181414360,Silver
C0116,Matthew Bedi,Male,30,Agra,2812743967,Silver
C0117,Harinakshi Doctor,Male,64,Firozabad,6650708718,None
C0118,Ojasvi Thaman,Female,56,Firozabad,0923620972,Silver
C0119,Michael Kale,Male,37,Firozabad,7283682725,Gold
C0120,Warinder Bal,Male,43,Firozabad,0495444472,Gold
C0121,Andrew Sachar,Male,28,Firozabad,5330110924,Bronze
C0122,Samuel Wason,Male,23,Firozabad,2599911591,Silver
C0123,Yoshita Wali,Male,44,Firozabad,4352384698,None
C0124,Vasatika Anand,Male,61,Firozabad,3607126723,Gold
C0125,Nikita Deep,Male,32,Agra,3876643661,Bronze
C0126,Raghav Dhar,Male,22,Firozabad,9627544292,Bronze
C0127,Harinakshi Kale,Female,62,Mathura,6479796614,Gold
C0128,Raagini Natt,Male,19,Agra,0598406727,Gold
C0129,Shravya Mukhopadhyay,Female,53,Firozabad,3194958763,Bronze
C0130,Bachittar Shere,Male,36,Firozabad,6070003508,Gold
C0131,Raksha Kashyap,Female,30,Etawah,2005637649,Gold
C0132,Wridesh Modi,Male,47,Agra,3536907205,Silver
C0133,Zashil Sabharwal,Male,62,Mathura,5765083559,Silver
C0134,Faris Dora,Female,26,Agra,4109233041,Silver
C0135,Sachi Patla,Female,40,Mathura,4582361827,Silver
C0136,Yagnesh Srinivasan,Male,24,Etawah,0589878019,Bronze
C0137,Kritika Krishna,Female,29,Firozabad,0321051422,Silver
C0138,Ishwar Ratta,Male,34,Etawah,5397194450,Bronze
C0139,Harini Thaman,Female,57,Etawah,1478086063,Silver
C0140,Ekavir Sharaf,Female,43,Firozabad,1303926843,Bronze
C0141,Wyatt Nazareth,Female,58,Mathura,8412316135,Gold
C0142,Eshana Rajagopalan,Male,34,Mathura,0267889733,Silver
C0143,Tripti Rastogi,Male,44,Agra,2142132804,Bronze
C0144,Balendra Mander,Male,23,Firozabad,1040553374,None
C0145,Samarth Bahl,Male,51,Firozabad,6773884463,None
C0146,Dayita Mohan,Male,38,Etawah,3484744971,Silver
C0147,Abhimanyu Raj,Female,52,Agra,2025011999,Bronze
C0148,Lakshmi Sagar,Male,19,Agra,3675972792,Gold
C0149,Manan Bajwa,Female,34,Etawah,2374295803,Silver
C0150,Charvi Bajwa,Female,20,Mathura,0228375169,Silver
C0151,Hitesh Dara,Female,44,Etawah,3700826093,Gold
C0152,Kevin Chada,Female,63,Agra,4834164151,Silver
C0153,Leena Gupta,Male,62,Mathura,5153673981,Bronze
C0154,Mitesh Sood,Female,39,Mathura,2012525275,Gold
C0155,Janaki Banerjee,Male,32,Firozabad,5927669089,Bronze
C0156,Yochana Tiwari,Female,57,Agra,1515385220,Bronze
C0157,Pallavi Randhawa,Female,50,Etawah,2980712001,Bronze
C0158,Leena Nagarajan,Male,28,Etawah,9408703862,Bronze
C0159,Samarth Prakash,Male,40,Etawah,3719583035,Gold
C0160,Baljiwan Dash,Male,60,Firozabad,2702276210,Bronze
C0161,Jonathan Bhargava,Female,42,Etawah,8829097445,Gold
C0162,Jacob Doctor,Male,65,Etawah,2331782569,Bronze
C0163,Meghana Sama,Male,20,Agra,9944818206,Silver
C0164,Gaurangi Mital,Female,62,Etawah,3684995545,None
C0165,Gautam Sood,Female,54,Etawah,2043441895,None
C0166,Akshay Chada,Male,64,Etawah,8830924035,Gold
C0167,Chaitaly Rajan,Female,37,Etawah,3936310744,Silver
C0168,Pallavi Chahal,Male,50,Mathura,8060422019,Gold
C0169,Noah Modi,Male,64,Etawah,3292574735,Silver
C0170,Nihal Subramaniam,Female,51,Mathura,2570365449,Gold
C0171,Luke Khalsa,Male,50,Agra,6945735222,Silver
C0172,Yashawini Sarin,Female,37,Mathura,3562231161,Silver
C0173,Jairaj Doctor,Female,59,Firozabad,1707572543,Bronze
C0174,Aarush Wadhwa,Female,64,Firozabad,2031605888,Gold
C0175,Mitesh Borde,Female,18,Etawah,7030596307,Silver
C0176,Gagan Singh,Male,59,Mathura,5484331160,None
C0177,Champak Choudhry,Female,21,Firozabad,5693562510,Bronze
C0178,Eta Raja,Male,28,Firozabad,9432421917,Bronze
C0179,Veer Padmanabhan,Female,29,Agra,9684600047,Silver
C0180,Warjas Soman,Male,52,Mathura,0138086852,Silver
C0181,Januja Dave,Male,19,Etawah,8524503250,None
C0182,Charles Shukla,Male,57,Etawah,8175065760,Bronze
C0183,Vansha Srinivasan,Female,48,Mathura,6379084308,Bronze
C0184,Megha Chand,Male,26,Etawah,5173599833,Gold
C0185,Riya Choudhury,Male,49,Agra,9515293764,Silver
C0186,Yochana Luthra,Male,42,Agra,7616610648,Bronze
C0187,Deepa Ratti,Male,31,Agra,3377961973,Silver
C0188,Avi Brar,Male,42,Etawah,6696791549,Bronze
C0189,Yuvraj Gola,Male,21,Agra,2287808698,Gold
C0190,Indira Arya,Female,21,Firozabad,7589661584,Bronze
C0191,Ojas Dua,Male,29,Agra,0400698617,Bronze
C0192,Zehaan Raju,Male,44,Mathura,6313803024,Silver
C0193,Damyanti Sheth,Female,41,Mathura,3288196770,None
C0194,Hamsini Kota,Male,28,Firozabad,1811680762,Bronze
C0195,Onveer Sarin,Female,43,Agra,7578677868,None
C0196,Amol Chahal,Female,21,Firozabad,5731671966,None
C0197,Jasmit Mukhopadhyay,Female,41,Firozabad,5983239669,Gold
C0198,Nachiket Pandya,Female,64,Firozabad,0115587311,Gold
C0199,Zansi Bahri,Male,56,Firozabad,7788598725,Bronze
C0200,Vasana Jha,Male,31,Agra,2065691636,None
C0201,Warinder Kala,Male,55,Agra,8016225857,Gold
C0202,Vedika Thakur,Male,56,Firozabad,0602521411,Silver
C0203,Aditya Chada,Male,21,Agra,5781089240,Silver
C0204,Bhavini Borah,Female,28,Etawah,4501279427,Silver
C0205,Baljiwan Pandey,Female,24,Firozabad,5709608855,Bronze
C0206,Ati Bhavsar,Female,36,Firozabad,1540843760,Silver
C0207,Caleb De,Female,39,Firozabad,5192982586,None
C0208,Harsh Dani,Male,28,Agra,5860851875,Bronze
C0209,Atharv Manda,Female,37,Etawah,6181978052,Gold
C0210,Ucchal Misra,Male,48,Agra,8418372720,Bronze
C0211,Oni Dutta,Female,27,Firozabad,9212309356,Bronze
C0212,Dalaja Dhar,Male,62,Firozabad,9297148172,Silver
C0213,Abhiram Oza,Female,36,Agra,4725363345,Gold
C0214,Triya Nair,Male,36,Mathura,3660373957,None
C0215,Yadavi Misra,Male,48,Agra,0333575604,Silver
C0216,Tanvi Ramakrishnan,Male,24,Mathura,8020119825,None
C0217,Samuel Oza,Male,32,Firozabad,3295281018,Gold
C0218,Nikita Brahmbhatt,Female,44,Etawah,4033258819,Bronze
C0219,Megha Saha,Female,44,Agra,7711325964,Silver
C0220,Gauri Pillai,Male,41,Mathura,3525084938,None
C0221,Damyanti Saha,Female,21,Agra,0703758550,None
C0222,Sai Borra,Male,42,Etawah,4689494846,Bronze
C0223,Eesha Narasimhan,Female,34,Firozabad,9455078545,Silver
C0224,Pooja Deo,Male,28,Firozabad,9742488432,None
C0225,Harinakshi Shankar,Female,38,Mathura,6105319325,Gold
C0226,Hredhaan Krish,Male,44,Firozabad,8906616406,Silver
C0227,Divya Sarkar,Female,20,Etawah,9828629156,None
C0228,Ishwar Bal,Male,24,Agra,4712796442,Bronze
C0229,Adweta Dhawan,Male,61,Firozabad,5302345992,Gold
C0230,Yasti Desai,Male,26,Firozabad,1224179624,None
C0231,Qabil Palla,Male,47,Etawah,4894321123,Gold
C0232,Tanay Konda,Female,59,Etawah,0990298184,None
C0233,Vaishnavi Viswanathan,Male,36,Mathura,0782351478,None
C0234,Rohan Chopra,Male,62,Etawah,5426242417,Gold
C0235,Aarush Narula,Female,26,Firozabad,4576165231,None
C0236,Geetika Kunda,Male,45,Etawah,1946043511,None
C0237,Liam Lad,Female,65,Firozabad,9931099338,Gold
C0238,Rayaan Mishra,Male,36,Agra,0828159842,Silver
C0239,Vinaya Yogi,Female,28,Firozabad,2602645727,Bronze
C0240,Ekbal Radhakrishnan,Female,58,Firozabad,7405479377,Bronze
C0241,Adya Rao,Male,51,Agra,3537071013,Bronze
C0242,Pratyush Pradhan,Male,57,Firozabad,2334454983,Gold
C0243,Aradhana Ahuja,Male,54,Etawah,0209681245,Bronze
C0244,Yatan Shan,Male,37,Etawah,1649202473,Silver
C0245,Umang Andra,Male,34,Etawah,7063817061,None
C0246,Gunbir Morar,Male,56,Firozabad,6692352055,Silver
C0247,Brinda Goswami,Male,29,Agra,6999363539,None
C0248,Hitesh Vala,Male,48,Agra,7292382017,Gold
C0249,Reyansh Dua,Male,43,Agra,0384882803,Gold
C0250,Shivansh Kohli,Female,21,Agra,5099150214,Bronze
C0251,Yoshita Bora,Male,40,Mathura,7206569282,Bronze
C0252,Harinakshi Kata,Female,22,Mathura,4924705071,Silver
C0253,Ojas Banerjee,Male,32,Agra,3818118855,Gold
C0254,Aahana Buch,Female,36,Etawah,4512335674,None
C0255,Reva Kara,Female,58,Agra,2843701535,Gold
C0256,Yagnesh Tara,Female,24,Etawah,2843035595,None
C0257,Laksh Deshmukh,Female,47,Agra,3839488653,Bronze
C0258,Unnati Kuruvilla,Male,62,Agra,1208409990,Silver
C0259,Jalsa Ghose,Male,29,Firozabad,0682206173,None
C0260,Sathvik Ben,Female,50,Firozabad,9441831777,None
C0261,Jackson Nagarajan,Male,40,Mathura,1323572970,None
C0262,Arjun Bail,Male,43,Mathura,6566929537,None
C0263,Warinder Tandon,Female,37,Agra,6900648797,Bronze
C0264,Girish Khare,Female,60,Firozabad,8212329139,Silver
C0265,Bhavika Salvi,Female,36,Firozabad,0213602420,None
C0266,Fiyaz Pradhan,Male,31,Agra,9112954066,Gold
C0267,Advay Goda,Female,37,Agra,5120903235,None
C0268,Praneel Badami,Male,54,Etawah,7844098649,Bronze
C0269,Triya Sane,Male,43,Agra,7107529662,Gold
C0270,Balendra Agate,Male,34,Mathura,3748562783,Bronze
C0271,Rohan Kalla,Female,29,Firozabad,1076422364,Bronze
C0272,Mugdha Tank,Female,46,Firozabad,3937321474,None
C0273,Bhanumati Bahl,Female,29,Mathura,0587820655,Silver
C0274,Aarna Deep,Female,62,Firozabad,4710336705,None
C0275,Bimala Pai,Male,22,Mathura,1487783609,Bronze
C0276,Deepa Bali,Male,26,Mathura,6148191019,None
C0277,Ladli Kamdar,Male,44,Agra,0961301780,Bronze
C0278,Triveni Magar,Female,49,Firozabad,5907463956,Gold
C0279,Henry Dugal,Male,39,Agra,5442397175,Gold
C0280,Abhimanyu Shenoy,Male,32,Mathura,7500750742,Silver
C0281,Gagan Setty,Female,32,Firozabad,2662891604,None
C0282,Omaja Vig,Male,47,Etawah,5372686792,Bronze
C0283,Warhi Suri,Female,54,Firozabad,0575691902,Silver
C0284,Ekapad Viswanathan,Male,32,Mathura,5795328113,Gold
C0285,Ekalinga Wable,Female,64,Etawah,9493416399,Silver
C0286,Udyati Korpal,Male,54,Firozabad,0812821382,Gold
C0287,Anika Edwin,Male,38,Firozabad,4419731709,Silver
C0288,Pranav Aurora,Female,62,Firozabad,0478067664,None
C0289,Madhavi Apte,Male,36,Mathura,4234542802,Gold
C0290,Daksha Pillai,Female,48,Agra,6171974211,Gold
C0291,Quincy Wagle,Male,32,Etawah,5635286414,Bronze
C0292,Oviya Murty,Male,53,Mathura,5880753776,Bronze
C0293,Libni Bassi,Female,58,Agra,8607183123,Silver
C0294,Leena Atwal,Male,47,Agra,7890960786,None
C0295,Harini Dua,Female,60,Agra,8794272041,Bronze
C0296,Anamika Dalal,Female,55,Firozabad,2280906560,Gold
C0297,Vihaan Kala,Male,31,Etawah,4110072641,Gold
C0298,Edhitha Nayar,Female,60,Etawah,7481130481,Gold
C0299,Dhriti Narayanan,Male,50,Agra,2442965957,Bronze
C0300,Onveer Murty,Female,44,Mathura,4584898656,Silver
C0301,Kai Sarna,Male,41,Firozabad,7325292082,Bronze
C0302,Zayan Mukherjee,Male,19,Mathura,8817158611,Silver
C0303,Yagnesh Chhabra,Female,40,Mathura,4796239743,Bronze
C0304,Aishani Aurora,Male,39,Agra,4693051940,Bronze
C0305,Lakshmi Sampath,Female,48,Firozabad,2361454001,Gold
C0306,Avni Sathe,Male,24,Mathura,7832831708,Silver
C0307,Zehaan Lanka,Male,41,Etawah,6238916831,None
C0308,Nachiket Suresh,Female,65,Mathura,1710802127,None
C0309,Sai Goswami,Female,65,Mathura,2738029140,None
C0310,Zaid Bhagat,Male,32,Mathura,7736219628,Bronze
C0311,Gabriel Badami,Male,40,Mathura,5502558863,Gold
C0312,Jairaj Loyal,Male,39,Firozabad,8192499070,None
C0313,Yashodhara Ramakrishnan,Male,32,Mathura,3490346711,Bronze
C0314,Unni Deo,Female,41,Agra,4909471432,None
C0315,Lipika Mani,Female,45,Mathura,4104917806,Silver
C0316,Ayaan Mukherjee,Female,56,Agra,1492485306,Bronze
C0317,Urvashi Rout,Male,38,Mathura,1005338058,Gold
C0318,Niharika Apte,Female,43,Etawah,5099761179,Bronze
C0319,Chandani Narasimhan,Male,36,Firozabad,4491757323,Gold
C0320,Gaurangi Doshi,Male,49,Agra,2105422009,Bronze
C0321,Radha Buch,Male,24,Agra,3488365245,Silver
C0322,Amaira Karpe,Female,24,Agra,9294182199,Bronze
C0323,Gauri Mane,Female,21,Mathura,9798039250,Bronze
C0324,Ridhi Toor,Male,42,Etawah,5487139452,Silver
C0325,Krish Krishnamurthy,Male,40,Firozabad,5892183893,Gold
C0326,Vrishti Devi,Male,22,Agra,6094615335,None
C0327,Wakeeta Pandya,Male,39,Etawah,2754831058,None
C0328,Qarin Shanker,Male,18,Mathura,2110036869,None
C0329,Naksh Vasa,Male,27,Firozabad,4140661365,Bronze
C0330,Falguni Prabhu,Female,52,Mathura,7122737548,Silver
C0331,Rayaan Loke,Female,61,Agra,6175521010,Bronze
C0332,Hiral Ganesan,Male,44,Mathura,3550102874,None
C0333,Tripti Bajaj,Female,56,Etawah,5577586941,Silver
C0334,Turvi Sen,Male,49,Etawah,8474179816,Bronze
C0335,Onkar Keer,Male,38,Agra,4077084231,Silver
C0336,Sudiksha Chakraborty,Female,40,Firozabad,7290417586,Gold
C0337,Unni Dada,Female,40,Agra,7280422089,Gold
C0338,Deepa Pandit,Female,43,Mathura,0574869848,Silver
C0339,Madhavi Sampath,Female,58,Etawah,0133512122,None
C0340,Hema Ramachandran,Male,61,Mathura,6458818612,Silver
C0341,Anamika Bedi,Male,18,Mathura,7592450207,Silver
C0342,Ganga Wali,Male,37,Mathura,1331507476,Bronze
C0343,Kalpit Wason,Female,53,Etawah,8147425634,None
C0344,Faris Balasubramanian,Male,61,Agra,5899742222,Bronze
C0345,Yashoda Swaminathan,Female,65,Agra,5301080954,Gold
C0346,Lajita Chopra,Male,44,Agra,3513031168,None
C0347,Zilmil Bhatnagar,Male,65,Firozabad,0452651903,Bronze
C0348,Isha Peri,Female,54,Agra,7688902891,None
C0349,Joshua Shankar,Male,64,Etawah,2864335306,Gold
C0350,Gagan Verma,Female,38,Firozabad,6297149189,Gold
C0351,Neel Bava,Female,41,Firozabad,2597932266,Silver
C0352,Naksh Chokshi,Male,41,Etawah,7040768145,Bronze
C0353,Nihal Sehgal,Male,60,Mathura,7867024001,None
C0354,Dhriti Pant,Female,25,Firozabad,0600074828,Gold
C0355,Janya Balan,Male,26,Agra,5224686354,Gold
C0356,Naveen Sathe,Female,44,Firozabad,4198778802,Bronze
C0357,Pahal Saha,Female,26,Etawah,4501798374,Bronze
C0358,Oviya Hegde,Male,40,Etawah,7864997804,None
C0359,Aditya Chaudhuri,Female,33,Etawah,0561579592,Silver
C0360,Wahab Comar,Female,37,Agra,8013078380,Bronze
C0361,Nihal Dixit,Female,18,Mathura,4445769542,Bronze
C0362,Bhavani Jhaveri,Male,48,Mathura,3492989981,Bronze
C0363,Waida Seshadri,Male,24,Firozabad,1788098218,Silver
C0364,Aarnav Natarajan,Female,65,Firozabad,3475263308,None
C0365,Tara Palla,Female,22,Firozabad,0426287411,Gold
C0366,Guneet Chakrabarti,Female,53,Mathura,5236579935,Gold
C0367,Upma Oak,Male,58,Agra,6918919082,Silver
C0368,Anay Mann,Male,27,Firozabad,8190365919,Bronze
C0369,Charvi Gara,Male,64,Etawah,0301457390,None
C0370,Keya Swamy,Female,25,Mathura,5122906214,Gold
C0371,Chanakya Saxena,Male,49,Mathura,3785294103,Bronze
C0372,Robert Vaidya,Male,60,Agra,3642741155,Gold
C0373,Ishani Talwar,Male,57,Mathura,8516854713,None
C0374,Yashodhara Sankaran,Male,59,Agra,6692352952,None
C0375,Saanvi Chada,Female,49,Mathura,4242373090,Gold
C0376,Ethan Vala,Male,18,Mathura,0381362931,Silver
C0377,Idika Nanda,Female,41,Etawah,1899961939,Bronze
C0378,Ikbal Bail,Female,31,Etawah,8207759647,None
C0379,Baljiwan Chatterjee,Male,54,Firozabad,7201835408,Silver
C0380,Keya Sodhi,Male,44,Mathura,3892673948,Gold
C0381,Anvi Gara,Male,50,Mathura,8790090164,Bronze
C0382,Wahab Ray,Male,56,Firozabad,9484190700,Gold
C0383,Naksh Ram,Male,54,Agra,5483951665,None
C0384,Niharika Dash,Female,45,Agra,5606761645,Silver
C0385,Dhriti Din,Female,27,Mathura,1360457311,Gold
C0386,Nitesh Chadha,Female,55,Etawah,0846156090,Gold
C0387,Zansi Gokhale,Female,34,Etawah,7499700444,None
C0388,Udarsh Halder,Male,35,Firozabad,2244039841,Bronze
C0389,Gaurika Vig,Male,57,Mathura,0267149816,Bronze
C0390,Hiral Mittal,Male,25,Agra,7900055998,Silver
C0391,Avni Lata,Female,56,Etawah,6111027279,None
C0392,Yatan Konda,Female,65,Etawah,1050610196,None
C0393,Chavvi Chana,Female,42,Mathura,9604856920,Gold
C0394,Om Kuruvilla,Female,18,Firozabad,0206639098,Silver
C0395,Hitesh Shankar,Male,30,Mathura,5889024291,Gold
C0396,Barkha Gandhi,Male,55,Agra,2789360247,None
C0397,Bhanumati Amble,Female,25,Etawah,4386232212,Silver
C0398,Tanmayi Gade,Female,43,Etawah,9016598355,None
C0399,Vedhika Lad,Female,57,Agra,3206487824,Bronze
C0400,Dalbir Malhotra,Female,40,Agra,6165332973,Silver
C0401,Rachana Chaudhry,Male,61,Etawah,6049678259,Silver
C0402,Aachal Prasad,Female,20,Mathura,8045514654,None
C0403,Bhanumati Bobal,Female,23,Mathura,3454393962,Gold
C0404,Kashvi Suresh,Female,59,Etawah,4632782968,Silver
C0405,Chaitaly Sathe,Male,60,Firozabad,9904859350,Gold
C0406,Ekaraj Palla,Female,26,Mathura,6147522979,Gold
C0407,Vasudha Master,Female,47,Firozabad,5554295063,Silver
C0408,Mohammed Varughese,Female,48,Etawah,3405434864,Gold
C0409,Nakul Arora,Female,42,Agra,2175931050,Silver
C0410,Charan Kala,Female,45,Agra,1816691281,None
C0411,Chasmum More,Female,35,Mathura,6527107948,None
C0412,Mekhala Gupta,Female,64,Firozabad,2635739853,Silver
C0413,Shivansh Uppal,Female,37,Etawah,6048646315,None
C0414,Omkaar Bal,Male,43,Mathura,1175344828,None
C0415,Mohammed Hari,Male,47,Etawah,6741757797,Silver
C0416,Veer Dugar,Female,42,Agra,7707933949,None
C0417,Dalaja Savant,Male,60,Firozabad,4654763473,None
C0418,Krishna Pillay,Male,21,Etawah,2682022304,Gold
C0419,Yug Kala,Male,42,Mathura,2792654800,Silver
C0420,Amaira Kannan,Male,65,Agra,5582212082,None
C0421,Andrew Dhaliwal,Female,56,Mathura,4713045155,None
C0422,Pratyush Hora,Male,31,Agra,1731324330,Silver
C0423,Oeshi Misra,Female,61,Firozabad,5288106338,None
C0424,Urmi Sodhi,Male,33,Agra,4179530129,Bronze
C0425,Rohan Naidu,Male,55,Agra,1595848979,Silver
C0426,Aarav Din,Male,58,Etawah,2590325977,Silver
C0427,Bimala Bhalla,Female,45,Agra,8167755357,Silver
C0428,Ryan Gade,Male,37,Firozabad,7174267345,Bronze
C0429,Anika Zacharia,Male,51,Etawah,2927637063,Silver
C0430,Mekhala Om,Male,24,Firozabad,9838323051,None
C0431,Advik Bhatt,Female,21,Firozabad,9795907541,None
C0432,Wriddhish Mangal,Male,40,Etawah,0463904388,Bronze
C0433,Anvi Menon,Female,33,Agra,1034046725,Silver
C0434,Chaitaly Sharaf,Female,19,Etawah,3897159244,Silver
C0435,Manan Prakash,Female,46,Firozabad,4735290109,Silver
C0436,Umang Salvi,Female,39,Firozabad,6243142729,Silver
