Customer_ID,Customer_Name,Gender,Age,City,Phone,Loyalty
C0247,Ethan Ahluwalia,Female,19,Etawah,0138617422,None
C0248,Rachita Sidhu,Male,59,Agra,8374150265,None
C0249,Vamakshi Doshi,Male,54,Etawah,5484684590,Bronze
C0250,Charvi Sarraf,Female,55,Agra,1382985864,None
C0251,Samarth Das,Male,27,Firozabad,2711531127,None
C0252,Varenya Kapoor,Female,53,Firozabad,5314812155,None
C0253,Lakshmi Chander,Male,39,Firozabad,1572957135,Silver
C0254,Yug Varma,Female,26,Agra,1531935777,Silver
C0255,Warjas Walla,Female,45,Agra,9505332039,Gold
C0256,Ojas Pathak,Male,57,Mathura,2169291413,Silver
C0257,Rudra Joshi,Female,31,Etawah,8265137492,Bronze
C0258,Idika Das,Male,29,Etawah,8966471934,Bronze
C0259,Jairaj Singhal,Male,47,Firozabad,7493411402,Bronze
C0260,Rachana Thakur,Male,49,Firozabad,6523247930,Bronze
C0261,Timothy Vohra,Male,35,Firozabad,1387259633,Bronze
C0262,Ranbir Dalal,Male,18,Firozabad,5664021290,Silver
C0263,David Kota,Female,23,Etawah,2303140812,Silver
C0264,Janani Bakshi,Female,29,Etawah,5048868097,Silver
C0265,Triveni Biswas,Male,60,Agra,6156950041,None
C0266,Zayyan Kakar,Male,19,Agra,0493822178,Silver
C0267,Atharv Master,Female,39,Mathura,9178953990,None
C0268,Samuel Hans,Male,61,Agra,8419364418,Gold
C0269,Januja Mallick,Female,43,Firozabad,3596144743,Gold
C0270,Chakradhar Bhargava,Male,60,Firozabad,4373252025,Silver
C0271,Yachana Dua,Female,34,Mathura,2100896772,Bronze
C0272,Dayamai Narayanan,Male,63,Mathura,6987234084,Bronze
C0273,Oliver Batra,Male,50,Mathura,4977999487,None
C0274,Fiyaz Rai,Female,23,Agra,2185095949,Gold
C0275,Ria Wadhwa,Female,28,Agra,9242970680,Silver
C0276,Pooja Memon,Female,30,Etawah,7051262841,Silver
C0277,Priya Maharaj,Male,63,Mathura,4551865483,Bronze
C0278,Vanya Bajwa,Female,46,Firozabad,6867975295,Silver
C0279,Siya Pillai,Male,51,Agra,6214941738,Bronze
C0280,Lucky Sinha,Female,32,Mathura,2088965580,Silver
C0281,Upadhriti Gulati,Male,31,Etawah,9906825981,None
C0282,Tanish Prakash,Male,25,Firozabad,9668278737,None
C0283,Vyanjana Sampath,Male,27,Mathura,8606183747,None
C0284,Mohammed Mandal,Male,59,Etawah,1380302053,None
C0285,Patrick Karpe,Female,23,Mathura,0631346921,Bronze
C0286,Jeremiah Sood,Male,35,Etawah,2329785555,Gold
C0287,Veer Bala,Male,42,Firozabad,3552615010,Bronze
C0288,Tristan Jayaraman,Male,58,Etawah,6161551573,Silver
C0289,Radhika Pal,Female,23,Mathura,0505394790,Silver
C0290,Bakhshi Iyengar,Male,29,Agra,1296807216,None
C0291,Ria Barad,Female,48,Firozabad,2632233716,Silver
C0292,Ekaraj Taneja,Female,36,Mathura,6259929328,None
C0293,Dhruv Sachdeva,Female,22,Firozabad,8224133925,Silver
C0294,Laban Chacko,Male,48,Mathura,0778411987,Bronze
C0295,Ranveer Prabhakar,Female,51,Agra,1381268893,Bronze
C0296,Panini Padmanabhan,Male,57,Agra,8689462754,Bronze
C0297,Krisha Behl,Male,63,Mathura,4017066675,Bronze
C0298,Orinder Nagar,Female,40,Agra,2736134796,Bronze
C0299,Jacob Nori,Female,39,Etawah,9264543543,None
C0300,Chatura Chandran,Female,57,Firozabad,3336637543,Silver
C0301,Zaid Dutta,Female,54,Mathura,1483719049,Gold
C0302,Daniel Dar,Female,21,Etawah,0636286220,None
C0303,Victor Bumb,Male,37,Etawah,8187101484,Bronze
C0304,Brijesh Warrior,Male,51,Etawah,8431477683,None
C0305,Hitesh Ram,Male,49,Firozabad,9339985986,Silver
C0306,Isaiah Khare,Male,63,Firozabad,4436867379,Gold
C0307,Gopal Banik,Female,57,Etawah,0763524370,Silver
C0308,Hemal Nath,Female,37,Mathura,5123718250,Bronze
C0309,Nidhi Kaul,Female,39,Etawah,3740517867,Silver
C0310,Amaira Sundaram,Female,21,Firozabad,6861810372,Silver
C0311,Rehaan Kumar,Female,35,Mathura,2336880616,Gold
C0312,Zinal Kanda,Female,26,Mathura,1881524018,Gold
C0313,Faqid Deshmukh,Male,53,Firozabad,1013372572,Gold
C0314,Yauvani Kaul,Male,18,Mathura,5883094645,Bronze
C0315,Shravya Chana,Female,25,Etawah,2300647676,Silver
C0316,Ojas Ben,Male,27,Firozabad,1767284402,Gold
C0317,Ranveer Kumar,Male,60,Firozabad,5301137709,Gold
C0318,Niharika Mangal,Female,57,Agra,6587953985,None
C0319,Ria Kanda,Female,61,Mathura,2659373984,Gold
C0320,Damyanti Varty,Female,35,Etawah,1804312255,Gold
C0321,Inaya Bhattacharyya,Male,26,Agra,3229036702,Silver
C0322,Lila Gulati,Female,28,Agra,8512487943,None
C0323,Madhav Tandon,Male,37,Agra,1927785156,None
C0324,Lucky Warrior,Female,29,Agra,5945222673,Bronze
C0325,Aadi Thakur,Female,48,Mathura,4249658508,Bronze
C0326,Chatresh Ratti,Female,26,Etawah,0198481444,Silver
C0327,Dhruv Khalsa,Female,58,Agra,1020507936,Bronze
C0328,Tristan Bera,Male,47,Mathura,0890852921,Gold
C0329,Warinder Madan,Male,21,Agra,7105154662,Silver
C0330,Gautami Sharma,Male,48,Etawah,4986930170,None
C0331,Ekavir Loke,Female,56,Mathura,9952740364,Bronze
C0332,Tristan Aggarwal,Male,49,Mathura,5472928780,Bronze
C0333,Christopher Shankar,Male,29,Etawah,8340503399,Gold
C0334,Rachita Goel,Female,20,Etawah,0773400520,Silver
C0335,Ronith Manne,Male,33,Etawah,0608302881,Bronze
C0336,Warda Chaudhry,Male,32,Firozabad,2077216148,Silver
C0337,Tanay Rajagopalan,Female,39,Etawah,7692246428,Gold
C0338,Tara Kakar,Male,18,Firozabad,2778551560,Bronze
C0339,Aarini Shankar,Male,56,Mathura,0223236285,None
C0340,Veer Prasad,Male,40,Mathura,4851475886,Gold
C0341,Yochana Bedi,Male,26,Etawah,8158787755,Gold
C0342,Patrick Sanghvi,Female,21,Mathura,5961605030,Bronze
C0343,Praneel Zacharia,Female,35,Agra,9911566090,Gold
C0344,Fitan Atwal,Male,40,Mathura,6119535519,Gold
C0345,Udarsh Kumer,Male,45,Etawah,5040437886,Silver
C0346,Geetika Nagi,Male,39,Etawah,2653787822,None
C0347,Omkaar Kaul,Female,42,Mathura,7608828900,Gold
C0348,Tarak Palla,Female,35,Agra,5204983300,Bronze
C0349,Hiral Bala,Female,38,Firozabad,8431081392,Bronze
C0350,Eta Jhaveri,Male,31,Firozabad,6244080284,Gold
C0351,Urvashi Chahal,Male,49,Etawah,5074305226,Bronze
C0352,Ekapad Purohit,Female,40,Mathura,3782793343,Bronze
C0353,Deepa Soman,Male,45,Firozabad,9689449669,Silver
C0354,Jagrati Sathe,Female,28,Firozabad,3455158134,Bronze
C0355,Xalak Sarkar,Male,56,Etawah,7266693713,Bronze
C0356,Zilmil Sule,Female,46,Etawah,6148422467,None
C0357,Anirudh Modi,Male,20,Firozabad,4264049277,None
C0358,Kala Wadhwa,Female,47,Agra,5340883042,Bronze
C0359,Dipta Shenoy,Female,27,Etawah,8140327925,Gold
C0360,Aadi Prasad,Female,42,Firozabad,1758103019,Silver
C0361,Benjamin Uppal,Male,18,Firozabad,5450942545,None
C0362,Tanish Chokshi,Male,63,Mathura,4078546419,Silver
C0363,Sara Chawla,Male,49,Firozabad,7299354191,Bronze
C0364,Indali Raja,Female,28,Etawah,0906780436,Silver
C0365,Joshua Sheth,Female,24,Agra,6103590647,None
C0366,Isaiah Dhawan,Female,24,Mathura,7505641030,None
C0367,Udant Nagarajan,Male,20,Etawah,5765300537,Silver
C0368,Guneet Chandran,Female,31,Firozabad,7080518329,Silver
C0369,Aradhana Hayre,Female,28,Mathura,9547720589,Gold
C0370,Ganga Singhal,Male,41,Mathura,9877094347,Silver
C0371,Karan Issac,Male,64,Agra,8362925495,None
C0372,Karan Dar,Female,31,Firozabad,6674113992,None
C0373,Tanveer Jain,Male,33,Agra,5880978045,Gold
C0374,Chaitaly Raja,Female,28,Agra,3685054675,Gold
C0375,Yachana Mody,Male,57,Firozabad,1061333624,None
C0376,Lucky Apte,Female,55,Firozabad,3072875073,Bronze
C0377,Anay Dave,Female,38,Etawah,9134392474,None
C0378,Oliver Tara,Female,32,Etawah,5757566355,Silver
C0379,Ridhi Goel,Female,24,Mathura,7170048884,Gold
C0380,Anvi Dara,Male,43,Etawah,8793251496,Silver
C0381,Bhavika Som,Male,39,Firozabad,9338677481,None
C0382,Vincent Baria,Female,33,Etawah,7398253308,Gold
C0383,Shravya Buch,Female,46,Firozabad,1369952593,Silver
C0384,Anika Bajwa,Female,45,Etawah,2245391140,Silver
C0385,Ikbal Biswas,Female,63,Agra,6568973851,None
C0386,Mitali Wason,Female,51,Mathura,9538864955,None
C0387,Akshay Chhabra,Female,60,Agra,6869913126,Gold
C0388,Saumya Sane,Female,34,Agra,9645005931,Silver
C0389,Bhavna Soni,Female,60,Etawah,6832284856,None
C0390,Devika Sengupta,Female,39,Agra,6040482509,Bronze
C0391,Sai Dube,Male,48,Etawah,8389332244,Bronze
C0392,Hamsini Kata,Male,59,Mathura,8797948734,Gold
C0393,William Vora,Male,24,Etawah,1194360633,None
C0394,Harish Ramaswamy,Male,53,Agra,7315883090,Gold
C0395,Tejas Dhar,Female,61,Etawah,0897091715,Gold
C0396,Anmol Rattan,Female,42,Etawah,3035795545,Gold
C0397,Girik Behl,Female,58,Agra,5553473331,None
C0398,Zayan Mangat,Male,40,Etawah,5857196061,Silver
C0399,Jagdish Mannan,Male,60,Mathura,7928503891,Silver
C0400,Aishani Ramesh,Male,54,Firozabad,2345381711,Gold
C0401,Karan Tiwari,Male,53,Etawah,7104937068,Silver
C0402,Jai Mitra,Female,57,Firozabad,9948021874,Silver
C0403,Sanya Varkey,Male,41,Agra,2820522805,Gold
C0404,Eshana Sanghvi,Female,61,Firozabad,2523690173,Gold
C0405,Rushil Mammen,Female,51,Firozabad,3311792724,Silver
C0406,Samuel Ramesh,Male,23,Etawah,2827387772,Gold
C0407,Champak Jaggi,Male,44,Mathura,0694658256,Silver
C0408,Mitali Patil,Female,42,Firozabad,2851635112,Bronze
C0409,Mekhala Shankar,Female,51,Firozabad,0031814036,None
C0410,Wishi Ramesh,Male,47,Mathura,3259812212,Silver
C0411,Bakhshi Gade,Male,42,Agra,2962750911,Silver
C0412,Raagini Mukhopadhyay,Female,47,Firozabad,5327115537,None
C0413,Abdul Bhatt,Male,55,Firozabad,2065028566,None
C0414,Advika Seshadri,Male,60,Agra,1732726172,Silver
C0415,Saanvi Som,Female,44,Etawah,4233575322,Bronze
C0416,Chandani Sidhu,Male,18,Etawah,6387670252,None
C0417,Omkaar Arya,Male,29,Etawah,3368386562,Gold
C0418,Urvashi Chakrabarti,Female,62,Mathura,2533853095,None
C0419,Gavin Murthy,Male,27,Etawah,0878243467,None
C0420,Maanav Pai,Female,29,Mathura,2656871121,Gold
C0421,Madhav Sood,Male,31,Mathura,3654583655,Gold
C0422,Upasna Vyas,Male,57,Firozabad,8961143833,Bronze
C0423,Rehaan Manne,Male,46,Etawah,3121495320,Gold
C0424,Ishani Dyal,Male,53,Mathura,5263763026,Silver
C0425,Omaja Pingle,Female,34,Etawah,5834087071,Bronze
C0426,Victor Lata,Male,60,Etawah,1906143202,Silver
C0427,Yutika Bora,Female,47,Firozabad,0642467547,Bronze
C0428,Brinda Bakshi,Female,25,Etawah,5875356658,Silver
C0429,Tanmayi Dugal,Male,22,Agra,1495217264,Bronze
C0430,Manbir Sarin,Female,33,Etawah,0136760207,None
C0431,Oliver Karnik,Male,41,Agra,0941408032,Gold
C0432,Sanaya Gupta,Female,39,Agra,6638898289,Silver
C0433,Ekta Grover,Female,44,Firozabad,2945597908,Bronze
C0434,Deepa Pradhan,Female,33,Mathura,8045375218,Silver
C0435,Janani Sethi,Male,65,Firozabad,6971823127,Bronze
C0436,Dhruv Varkey,Male,31,Agra,8197649657,Silver
C0437,Sudiksha Doshi,Male,31,Etawah,4715010024,Silver
